6.55,62.398,104.32,180.02,180.01,0.000541,-0.000541,-0.000437,0.000427
6.56,62.407,104.52,180.03,180,1.1354,-1.1354,-0.92898,0.000961
6.57,66.269,101.97,174.25,180.01,2.1038,-2.1038,-1.7206,0.001153
6.58,70.14,98.13,168.47,180.01,2.1702,-2.1694,-1.771,0.001223
6.59,73.975,94.27,162.7,180.01,2.1811,-2.1757,-1.7757,0.001247
6.6,77.845,90.426,156.94,180,2.1841,-2.1735,-1.7757,0.001195
6.61,81.673,86.567,151.15,180.01,2.1842,-2.1715,-1.7756,0.0009
6.62,85.525,82.695,145.39,180.02,2.1799,-2.1706,-1.7755,0.000438
6.63,89.392,78.855,139.6,180.01,2.1749,-2.1671,-1.7755,4.7e-05
6.64,93.25,75.026,133.83,180.03,2.172,-0.4321,-1.7755,-0.000196
6.65,97.075,71.358,128.03,179.97,2.1708,-0.040456,-1.7755,-0.000325
6.66,100.93,67.906,122.24,179.96,0.51814,-0.008922,0.5321,-0.000386
6.67,104.66,66.865,126.81,179.39,0.045253,-0.002427,1.672,-0.000407
6.68,107.49,65.561,132.58,179.29,0.009704,-0.000491,1.7552,-0.000413
6.69,109.14,63.797,138.36,179.3,0.002641,0.000169,1.7699,-0.000417
6.7,109.7,61.716,144.14,179.29,0.000561,0.000405,1.774,-0.000418
6.71,110.37,61.078,149.9,177.79,-0.000144,0.000491,1.7754,-0.000135
6.72,110.68,61.174,155.65,175.3,-0.000396,0.000523,1.7759,0.099803
6.73,110.68,61.19,161.44,173.34,-0.000488,0.000534,1.7761,1.5657
6.74,113.49,61.185,167.22,179.12,-0.000521,0.000538,1.7762,0.13465
6.75,115.63,62.945,173.01,180.05,-0.000534,0.00054,1.7749,0.018594
6.76,115.73,63.796,178.8,180.02,-0.000538,0.00054,0.38434,0.004645
6.77,116.43,64.128,180.35,180.03,-0.00054,0.000541,0.036809,0.001235
6.78,116.67,64.048,180.08,180.03,-0.00054,0.000541,0.008786,0.000154
6.79,116.67,64.055,180.05,180.03,-0.000541,0.000541,0.003044,-0.000223
6.8,116.67,64.074,180.03,180.03,-0.000541,0.000541,0.001336,-0.000359
6.81,116.65,64.068,180.03,180.04,-0.000541,0.000541,0.000754,-0.000409
6.82,116.64,64.06,180.01,180.05,-0.000541,0.000541,0.000546,-0.000427
6.83,116.63,64.052,179.98,180.06,-0.000541,0.000541,0.000471,-0.000434
6.84,116.6,64.064,179.99,180.05,-0.000541,0.000541,0.000443,-0.000436
6.85,116.57,64.074,180,180.04,-0.000541,0.000541,0.000433,-0.000437
6.86,116.58,64.092,180,180.04,-0.000541,0.000541,0.000429,-0.000437
6.87,116.58,64.116,180,180.02,-0.000541,0.000541,0.000428,-0.000437
6.88,116.55,64.107,179.99,180,-0.000541,0.000541,0.000427,-0.000437
6.89,116.55,64.135,180.02,179.99,-0.000541,0.000541,0.000427,-0.000437
6.9,116.52,64.164,180.02,179.98,-0.000541,0.000541,0.000427,-0.000437
6.91,116.49,64.151,180.03,179.96,-0.000541,0.000541,0.000427,-0.000437
6.92,116.48,64.175,180.03,179.97,-0.000541,0.000541,0.000427,-0.000437
6.93,116.46,64.188,180.02,179.95,-0.000541,0.000541,0.000427,-0.000436
6.94,116.45,64.202,180.03,179.94,-0.000541,0.000541,0.000427,-0.000436
6.95,116.45,64.201,180.01,179.93,-0.000541,0.000541,0.000427,-0.000436
6.96,116.45,64.219,179.99,179.92,-0.000541,0.000541,0.000427,-0.000436
6.97,116.8,64.214,179.99,179.91,-0.000541,0.000541,0.000427,-0.000436
6.98,117.25,64.249,179.98,179.92,-1.1354,1.1354,0.000961,-0.92898
6.99,116.21,68.093,179.96,174.14,-2.1038,2.1038,0.001153,-1.7204
7,112.37,71.938,179.96,168.39,-2.1702,2.1702,0.001224,-1.7707
7.01,108.53,75.786,179.96,162.63,-2.1811,2.1811,0.001249,-1.7754
7.02,104.68,79.631,179.95,156.85,-2.1841,2.1837,0.001259,-1.7756
7.03,100.85,83.479,179.94,151.09,-2.1852,2.1809,0.001262,-1.7755
7.04,96.993,87.311,179.95,145.34,-2.1851,2.1758,0.001264,-1.7755
7.05,93.154,91.145,179.96,139.57,-2.1814,2.1725,0.001264,-1.7755
7.06,89.289,95.005,179.97,133.78,-2.176,2.171,0.001263,-1.7755
7.07,85.451,98.87,179.96,127.99,-2.1725,2.1694,0.001203,-1.7755
7.08,81.615,102.74,179.98,122.2,-2.171,0.45038,0.000906,0.5321
