0,-22714.4,-0.000541
1,-0.000152431,-1.1354
2,-7.60408e-30,-2.1038
3,0.0807649,-2.1702
4,-39512.4,-2.1811
5,-0.00230568,-2.1841
6,-1.76284e-27,-2.1852
7,0.0027535,-2.1851
8,-29083.6,-2.1816
9,-0.0273225,-2.1761
10,-3.35491e-25,-2.1726
11,1.3364e-05,-2.171
12,-3727.77,-2.1701
13,-0.00515775,-0.45763
14,-2.22197e-25,-0.041898
15,2.57222e-10,-0.00916
16,-2.42202,-0.002492
17,0.000159967,-0.000512
18,1.25862e-24,0.000162
19,3.02499e-12,0.000402
20,-2.03454,0.00049
21,0.00347042,0.000522
22,1.77628e-22,0.000534
23,1.93396e-13,0.000538
24,-5.0424,0.00054
25,0.0189864,0.00054
26,1.55072e-20,0.000541
27,1.70306e-11,0.000541
28,-25136.2,0.000541
29,326.254,1.1354
30,4.42397e-15,2.1038
31,2.03998e-13,2.1702
32,-21393.2,2.1807
33,1226.09,2.1798
34,2.57577e-13,2.1753
35,2.73729e-16,2.1723
36,-2488.73,2.1709
37,770.379,2.1703
38,2.39327e-13,0.4596
39,1.11108e-21,0.042004
40,-1.03792,0.009176
41,2.10503,0.002497
42,-3.58755e-14,0.000514
43,-2.14558e-24,-0.000161
44,0.262833,-0.000402
45,-4.27773,-0.00049
46,-3.81977e-12,-0.000522
47,-2.42987e-27,-0.000534
48,0.0456696,-0.000538
49,-7.25794,-0.00054
50,-1.02498e-10,-0.00054
51,-1.82946e-30,-0.000541
52,0.00517676,-0.000541
53,-9.80261,-0.000541
54,-2.21228e-09,-0.000541
55,-2.24485e-33,-0.000541
56,0.000312576,-0.000541
57,-8.63576,-0.000541
